Response No.,Tab No.,Survey Date,AC Name,Mandal Name,Village Name
26479,76,6/16/2015,Mylavaram,Ibrahimpatnam,Kotikalapudi
26483,281,5/24/2015,Mylavaram,Reddygudem,Narukullapadu
26485,376,7/8/2015,Mylavaram,Mylavaram,mylavaram
26486,277,6/3/2015,Mylavaram,Reddygudem,K-Naguluru
26486,374,6/27/2015,Mylavaram,Mylavaram,pullur
26487,460,5/27/2015,Tiruvuru,Gampalagudem,ANUMULLANKA
26487,56,6/2/2015,Tiruvuru,Gampalagudem,KANUMURU
26487,391,6/7/2015,Tiruvuru,A.Konduru,Repudi
26487,86,6/28/2015,Intermediate,Intermediate,Intermediate
26488,442,5/26/2015,Tiruvuru,Gampalagudem,GOSAVEEDU
26488,475,6/1/2015,Jaggaiahpeta,Penuganchiprolu,Sanagapadu
26488,385,6/24/2015,Tiruvuru,A.Konduru,A. Konduru
26495,184,6/24/2015,Mylavaram,G. Konduru,Velaturu
26495,254,7/6/2015,Nandigama,Chanderlapadu,Muppalla
26497,123,6/19/2015,Nandigama,Veerullapadu,Konathalapalli
26498,306,7/17/2015,Nandigama,Veerullapadu,Alluru
26500,206,6/9/2015,Nandigama,Veerullapadu,Nandaluru
26500,458,6/10/2015,Tiruvuru,Gampalagudem,ARLAPADU
26501,82,5/25/2015,Mylavaram,Ibrahimpatnam,Kethanakonda
26501,57,6/23/2015,Intermediate,Intermediate,Intermediate
26501,221,6/12/2015,Nandigama,Chanderlapadu,Chinthalapadu
26503,221,7/21/2015,Nandigama,Intermediate,Intermediate
26504,198,5/30/2015,Intermediate,Intermediate,Intermediate
26504,43,7/9/2015,Tiruvuru,Vissannapeta,Vissannapeta
26506,409,7/1/2015,Tiruvuru,A.Konduru,Ramachandrapuram
26510,324,5/24/2015,Tiruvuru,Tiruvuru,Vamakuntla
26510,245,5/28/2015,Jaggaiahpeta,Jaggaiahpeta,Takkellapadu
26510,137,7/21/2015,Jaggaiahpeta,Vatsavai,Vatsavai
26512,383,5/23/2015,Tiruvuru,A.Konduru,kummarikuntla
26512,51,6/5/2015,Intermediate,Intermediate,Intermediate
26512,258,6/5/2015,Jaggaiahpeta,Jaggaiahpeta,Mutyala
26513,462,6/14/2015,Tiruvuru,Gampalagudem,GULLAPUDI
26515,409,6/23/2015,Tiruvuru,A.Konduru,Ramachandrapuram
26518,481,6/30/2015,Jaggaiahpeta,Penuganchiprolu,Nawabpeta
26518,311,7/11/2015,Nandigama,Chanderlapadu,Konayapalem
26520,287,7/9/2015,Intermediate,Intermediate,Intermediate
26523,300,6/28/2015,Nandigama,Nandigama,Thakkellapadu
26523,206,6/24/2015,Nandigama,Veerullapadu,Intermediate
26528,252,6/10/2015,Jaggaiahpeta,Jaggaiahpeta,Gandrai
26528,212,7/15/2015,Nandigama,Kanchikacherla,Kanchikacherla
26532,8,6/16/2015,Tiruvuru,Vissannapeta,Putrela
26535,390,6/16/2015,Intermediate,Intermediate,Intermediate
26537,475,6/4/2015,Jaggaiahpeta,Penuganchiprolu,Sanagapadu
26538,341,6/15/2015,Tiruvuru,Tiruvuru,Munukulla
26539,335,6/11/2015,Tiruvuru,Tiruvuru,Mallela
26541,351,6/10/2015,Mylavaram,Mylavaram,Intermediate
26542,296,5/26/2015,Jaggaiahpeta,Nadigama,Konathamatmakuru
26543,498,6/2/2015,Jaggaiahpeta,Penuganchiprolu,Kollikulla
26544,9,6/29/2015,Nandigama,Kanchikacherla,Moguluru
26545,441,5/25/2015,Tiruvuru,Gampalagudem,KANUMURU
26547,240,6/15/2015,Nandigama,Chanderlapadu,Kodavatikallu
26550,455,5/27/2015,Tiruvuru,Gampalagudem,ANUMULLANKA
26551,97,5/23/2015,Mylavaram,Vijayawada (R),paidurpadu
26554,498,5/27/2015,Jaggaiahpeta,Penuganchiprolu,Mundlapadu
26555,462,6/17/2015,Tiruvuru,Gampalagudem,GULLAPUDI
26557,295,5/29/2015,Nandigama,Nandigama,Chandapuram
26557,193,6/1/2015,Mylavaram,G. Konduru,Kuntamukkala
26559,363,5/22/2015,Mylavaram,Mylavaram,Ganapavaram
26561,150,5/27/2015,Nandigama,Veerullapadu,Bodawada
26562,313,5/27/2015,Jaggaiahpeta,Nadigama,Konathamatmakuru
26563,321,6/12/2015,Intermediate,Intermediate,Intermediate
26564,314,6/9/2015,Nandigama,Nandigama,Raghavapuram
26564,311,7/20/2015,Intermediate,Intermediate,Intermediate
26565,243,6/7/2015,Intermediate,Intermediate,Intermediate
26566,321,6/26/2015,Intermediate,Intermediate,Intermediate
26567,254,6/1/2015,Nandigama,Chanderlapadu,Intermediate
26572,123,7/6/2015,Intermediate,Intermediate,Intermediate
26574,219,7/7/2015,Tiruvuru,Gampalagudem,GAMPALAGUDEM
26575,139,6/18/2015,Jaggaiahpeta,Vatsavai,Kanneveedu
26577,257,7/2/2015,Jaggaiahpeta,Vatsavai,Magollu
26577,141,6/24/2015,Intermediate,Intermediate,Intermediate
26578,404,6/4/2015,Tiruvuru,A.Konduru,Gopalapuram
26578,56,7/3/2015,Tiruvuru,Gampalagudem,PENUGOLANU
26581,472,6/15/2015,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
26589,222,6/23/2015,Nandigama,Kanchikacherla,Moguluru
26591,181,7/9/2015,Mylavaram,G. Konduru,Velagaleru
26592,53,5/25/2015,Mylavaram,Ibrahimpatnam,Damuluru
26592,340,5/29/2015,Tiruvuru,Tiruvuru,Mallela
26592,255,6/14/2015,Jaggaiahpeta,Jaggaiahpeta,K.Agraharam
26595,99,5/29/2015,Mylavaram,Vijayawada (R),paidurpadu
26595,305,5/31/2015,Nandigama,Nandigama,Kammavaripalem
26596,183,6/27/2015,Mylavaram,G. Konduru,Velaturu
26597,175,7/7/2015,Mylavaram,G. Konduru,G.kondur
26598,85,5/29/2015,Mylavaram,Ibrahimpatnam,Damuluru
26599,99,5/27/2015,Mylavaram,Vijayawada (R),paidurpadu
26599,276,6/22/2015,Mylavaram,Reddygudem,Reddygudem
26600,415,7/1/2015,Tiruvuru,Tiruvuru,Kommireddipalli
26603,393,5/26/2015,Tiruvuru,A.Konduru,Marepalli
26604,123,6/23/2015,Nandigama,Veerullapadu,Konathalapalli
26606,440,6/23/2015,Nandigama,Veerullapadu,Intermediate
26611,380,7/7/2015,Mylavaram,Mylavaram,mylavaram
26613,407,5/26/2015,Tiruvuru,A.Konduru,Jeellakunta
26613,305,5/31/2015,Nandigama,Nandigama,Kammavaripalem
26614,5,7/2/2015,Nandigama,Chanderlapadu,Veladi Kothapalem
26615,487,7/14/2015,Intermediate,Intermediate,Intermediate
26616,175,7/1/2015,Mylavaram,G. Konduru,Pinapaka
26616,326,7/3/2015,Tiruvuru,Tiruvuru,G.Kothuru
26620,426,5/26/2015,Nandigama,Veerullapadu,Goka Raju Palli
26620,205,6/26/2015,Nandigama,Kanchikacherla,Keesara
26624,173,6/2/2015,Mylavaram,G. Konduru,Kattubadipalem
26624,71,6/11/2015,Mylavaram,Ibrahimpatnam,GunTupalli
26626,481,6/12/2015,Jaggaiahpeta,Penuganchiprolu,Anigallapadu
26626,277,7/9/2015,Intermediate,Intermediate,Intermediate
26629,167,6/7/2015,Intermediate,Intermediate,Intermediate
26630,15,5/28/2015,Intermediate,Intermediate,Intermediate
26632,179,6/22/2015,Mylavaram,G. Konduru,Gaddamanugu
26633,479,6/18/2015,Jaggaiahpeta,Penuganchiprolu,Anigallapadu
26636,203,7/13/2015,Nandigama,Kanchikacherla,Kanchikacherla
26640,218,6/15/2015,Nandigama,Kanchikacherla,Gandepalli
26643,467,6/8/2015,Tiruvuru,Gampalagudem,ARLAPADU
26644,20,7/6/2015,Tiruvuru,Gampalagudem,VUTUKURU
26645,367,6/4/2015,Mylavaram,Mylavaram,Morsumalli
26647,110,6/11/2015,Nandigama,Veerullapadu,Dachavaram
26650,245,7/11/2015,Intermediate,Intermediate,Intermediate
26650,472,7/12/2015,Intermediate,Intermediate,Intermediate
26655,242,6/27/2015,Jaggaiahpeta,Vatsavai,Magollu
26656,359,5/18/2015,Intermediate,Intermediate,Intermediate
26656,55,6/13/2015,Mylavaram,Ibrahimpatnam,GunTupalli
26659,190,5/24/2015,Mylavaram,G. Konduru,Venkatapuram
26659,47,5/26/2015,Nandigama,Veerullapadu,Thati Gummi
26659,385,6/1/2015,Tiruvuru,A.Konduru,Koduru
26661,3,7/7/2015,Nandigama,Chanderlapadu,Muppalla
26661,80,6/24/2015,Mylavaram,Ibrahimpatnam,Kotikalapudi
26662,114,5/28/2015,Jaggaiahpeta,Vatsavai,Talluru
26662,184,6/29/2015,Mylavaram,G. Konduru,Velaturu
26665,386,6/18/2015,Tiruvuru,A.Konduru,Khampampadu
26672,124,7/17/2015,Jaggaiahpeta,Vatsavai,Vatsavai
26677,270,5/24/2015,Mylavaram,Reddygudem,Narukullapadu
26681,1,7/20/2015,Nandigama,Chanderlapadu,Chanderlapadu
26682,1,7/10/2015,Nandigama,Chanderlapadu,Thurlapadu
26683,433,7/13/2015,Tiruvuru,Vissannapeta,Vissannapeta
26685,178,6/6/2015,Mylavaram,G. Konduru,Kattubadipalem
26685,353,7/8/2015,Mylavaram,Mylavaram,mylavaram
26687,498,5/27/2015,Jaggaiahpeta,Penuganchiprolu,Mundlapadu
26688,246,6/5/2015,Jaggaiahpeta,Jaggaiahpeta,Anumanchipalli
26689,119,6/13/2015,Jaggaiahpeta,Vatsavai,Pedamodugapalli
26689,279,6/16/2015,Mylavaram,Reddygudem,Intermediate
26693,285,5/27/2015,Mylavaram,Reddygudem,Rudra varam
26693,84,6/1/2015,Mylavaram,Ibrahimpatnam,Kethanakonda
26693,373,6/2/2015,Mylavaram,Mylavaram,Chandrala
26695,221,6/7/2015,Nandigama,Chanderlapadu,Chinthalapadu
26696,322,6/5/2015,Tiruvuru,Tiruvuru,Rolupadi
26697,465,6/17/2015,Tiruvuru,Gampalagudem,TUNIKIPADU
26704,254,5/28/2015,Nandigama,Chanderlapadu,Pokkunuru
26704,472,6/2/2015,Jaggaiahpeta,Penuganchiprolu,Sivapuram
26704,479,6/21/2015,Jaggaiahpeta,Penuganchiprolu,Anigallapadu
26704,47,6/22/2015,Nandigama,Veerullapadu,Intermediate
26707,121,5/24/2015,Jaggaiahpeta,Vatsavai,Talluru
26708,458,7/1/2015,Intermediate,Intermediate,Intermediate
26708,263,7/2/2015,Mylavaram,Mylavaram,mylavaram
26709,74,5/30/2015,Intermediate,Intermediate,Intermediate
26709,91,6/4/2015,Mylavaram,Ibrahimpatnam,Kethanakonda
26712,164,6/23/2015,Jaggaiahpeta,Jaggaiahpeta,Govrawaram
26712,178,7/6/2015,Mylavaram,G. Konduru,G.kondur
26715,245,7/21/2015,Mylavaram,Ibrahimpatnam,Kondapalli
26716,437,6/7/2015,Tiruvuru,Vissannapeta,Intermediate
26716,150,6/10/2015,Nandigama,Veerullapadu,Dachavaram
26716,30,7/5/2015,Tiruvuru,Vissannapeta,Vissannapeta
26719,281,6/2/2015,Mylavaram,Reddygudem,Rangapuram
26719,95,7/14/2015,Jaggaiahpeta,Vatsavai,Vatsavai
26720,26,6/10/2015,Tiruvuru,Gampalagudem,ARLAPADU
26721,382,6/1/2015,Tiruvuru,A.Konduru,Polishettipadu
26721,104,6/8/2015,Mylavaram,Vijayawada (R),Kottur tadepalli
26725,330,6/25/2015,Tiruvuru,Tiruvuru,Intermediate
26725,131,7/11/2015,Intermediate,Intermediate,Intermediate
26729,357,7/8/2015,Mylavaram,Mylavaram,mylavaram
26729,29,7/8/2015,Nandigama,Veerullapadu,Intermediate
26731,178,7/24/2015,Intermediate,Intermediate,Intermediate
26732,399,6/5/2015,Tiruvuru,A.Konduru,Polishettipadu
26733,215,6/12/2015,Nandigama,Kanchikacherla,Pendyala
26733,450,6/17/2015,Tiruvuru,Gampalagudem,KONIJARAL
26734,445,6/1/2015,Tiruvuru,Gampalagudem,SATYALAPADU
26734,22,6/17/2015,Nandigama,Veerullapadu,Dodda Devara Padu
26735,497,6/12/2015,Jaggaiahpeta,Penuganchiprolu,Intermediate
26741,397,6/17/2015,Tiruvuru,A.Konduru,Ramachandrapuram
26742,421,6/17/2015,Intermediate,Intermediate,Intermediate
26743,171,5/23/2015,Mylavaram,G. Konduru,Venkatapuram
26743,352,7/6/2015,Mylavaram,Mylavaram,mylavaram
26744,1,5/31/2015,Nandigama,Chanderlapadu,Kasarabada
26744,139,6/15/2015,Jaggaiahpeta,Vatsavai,Kanneveedu
26746,172,7/7/2015,Mylavaram,G. Konduru,G.kondur
26749,490,6/22/2015,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
26749,450,7/5/2015,Tiruvuru,Gampalagudem,PENUGOLANU
26752,29,6/25/2015,Nandigama,Veerullapadu,Intermediate
26752,309,7/10/2015,Jaggaiahpeta,Nadigama,Maagallu
26752,204,7/19/2015,Nandigama,Kanchikacherla,Kanchikacherla
26753,37,7/5/2015,Nandigama,Veerullapadu,Intermediate
26754,479,6/23/2015,Jaggaiahpeta,Penuganchiprolu,Anigallapadu
26755,477,6/21/2015,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
26755,489,6/27/2015,Jaggaiahpeta,Penuganchiprolu,Nawabpeta
26757,455,6/26/2015,Tiruvuru,Gampalagudem,GAMPALAGUDEM
26759,380,7/9/2015,Intermediate,Intermediate,Intermediate
26760,176,6/15/2015,Mylavaram,G. Konduru,Kavuluru
26761,353,6/1/2015,Mylavaram,Mylavaram,k.r.gudem
26761,212,7/8/2015,Nandigama,Kanchikacherla,Kanchikacherla
26762,464,5/28/2015,Tiruvuru,Gampalagudem,KANUMURU
26762,381,6/5/2015,Tiruvuru,A.Konduru,Repudi
26763,135,6/14/2015,Jaggaiahpeta,Vatsavai,Pedamodugapalli
26768,277,6/25/2015,Mylavaram,Reddygudem,Reddygudem
26770,121,6/23/2015,Jaggaiahpeta,Vatsavai,Kambhampadu
26770,181,7/2/2015,Mylavaram,G. Konduru,Velaturu
26775,367,6/30/2015,Mylavaram,Mylavaram,Intermediate
26777,381,6/7/2015,Tiruvuru,A.Konduru,Repudi
26777,388,6/15/2015,Tiruvuru,A.Konduru,Khampampadu
26779,244,5/30/2015,Jaggaiahpeta,Jaggaiahpeta,Jayanthipuram
26779,272,6/7/2015,Mylavaram,Reddygudem,Intermediate
26779,46,7/9/2015,Tiruvuru,Gampalagudem,Intermediate
26786,5,7/1/2015,Nandigama,Chanderlapadu,Veladi Kothapalem
26788,181,6/12/2015,Mylavaram,G. Konduru,Koduru
26789,362,6/2/2015,Mylavaram,Mylavaram,Chandrala
26789,140,6/22/2015,Jaggaiahpeta,Vatsavai,Kanneveedu
26790,329,7/3/2015,Tiruvuru,Tiruvuru,G.Kothuru
26791,41,7/6/2015,Nandigama,Veerullapadu,Intermediate
26793,104,6/15/2015,Mylavaram,Vijayawada (R),Kottur tadepalli
26798,312,6/16/2015,Nandigama,Nandigama,Pallagiri
26798,140,6/17/2015,Jaggaiahpeta,Vatsavai,Kanneveedu
26798,141,6/16/2015,Intermediate,Intermediate,Intermediate
26798,310,7/11/2015,Intermediate,Intermediate,Intermediate
26801,496,6/19/2015,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
26801,139,7/15/2015,Jaggaiahpeta,Vatsavai,Vatsavai
26802,175,6/14/2015,Mylavaram,G. Konduru,Kavuluru
26803,44,5/25/2015,Tiruvuru,Gampalagudem,CHINTALANARVA
26804,394,5/24/2015,Tiruvuru,A.Konduru,kummarikuntla
26806,279,6/13/2015,Mylavaram,Reddygudem,Intermediate
26806,233,6/21/2015,Jaggaiahpeta,Jaggaiahpeta,S M Peta
26808,189,7/2/2015,Mylavaram,G. Konduru,Atkur
26809,174,7/7/2015,Mylavaram,G. Konduru,G.kondur
26811,134,6/4/2015,Jaggaiahpeta,Vatsavai,Indugapalli
26811,298,6/25/2015,Nandigama,Nandigama,Munagacherla
26812,452,6/23/2015,Tiruvuru,Gampalagudem,GAMPALAGUDEM
26812,305,7/1/2015,Intermediate,Intermediate,Intermediate
26814,12,6/13/2015,Tiruvuru,Vissannapeta,Chandrupatla
26814,301,7/1/2015,Nandigama,Nandigama,Thakkellapadu
26816,323,6/19/2015,Tiruvuru,Tiruvuru,Vavilala
26819,498,6/19/2015,Jaggaiahpeta,Penuganchiprolu,Anigallapadu
26819,480,6/20/2015,Jaggaiahpeta,Penuganchiprolu,Intermediate
26820,447,6/12/2015,Tiruvuru,Gampalagudem,NEMALI
26821,250,6/22/2015,Jaggaiahpeta,Jaggaiahpeta,Govrawaram
26821,110,6/29/2015,Intermediate,Intermediate,Intermediate
26822,250,6/3/2015,Jaggaiahpeta,Jaggaiahpeta,Jayanthipuram
26823,299,6/15/2015,Jaggaiahpeta,Nadigama,Jonnalagadda
26823,370,7/13/2015,Intermediate,Intermediate,Intermediate
26825,371,5/21/2015,Mylavaram,Mylavaram,Tholukodu
26825,317,6/23/2015,Jaggaiahpeta,Nadigama,Rudravaram
26825,483,6/27/2015,Jaggaiahpeta,Penuganchiprolu,Intermediate
26826,307,5/26/2015,Nandigama,Nandigama,Chandapuram
26826,309,7/21/2015,Intermediate,Intermediate,Intermediate
26829,334,5/25/2015,Tiruvuru,Tiruvuru,Mustikuntla
26833,95,6/30/2015,Jaggaiahpeta,Vatsavai,Dabbagupalli
26834,278,5/22/2015,Mylavaram,Reddygudem,Narukullapadu
26834,498,7/16/2015,Intermediate,Intermediate,Intermediate
26835,255,7/9/2015,Jaggaiahpeta,Jaggaiahpeta,Budavada
26836,489,6/10/2015,Jaggaiahpeta,Penuganchiprolu,Anigallapadu
26837,437,6/7/2015,Tiruvuru,Vissannapeta,Intermediate
26837,311,6/18/2015,Nandigama,Nandigama,Lingalapadu
26838,265,7/17/2015,Mylavaram,Ibrahimpatnam,Kondapalli
26839,99,5/28/2015,Mylavaram,Vijayawada (R),paidurpadu
26848,152,7/18/2015,Nandigama,Chanderlapadu,Chanderlapadu
26849,230,6/12/2015,Nandigama,Kanchikacherla,Pendyala
26850,66,5/28/2015,Mylavaram,Ibrahimpatnam,Mulapadu
26854,129,6/23/2015,Jaggaiahpeta,Vatsavai,Chityala
26855,356,6/12/2015,Mylavaram,Reddygudem,Reddygudem
26859,404,5/30/2015,Tiruvuru,A.Konduru,Gopalapuram
26859,210,7/11/2015,Nandigama,Kanchikacherla,Kanchikacherla
26862,260,5/30/2015,Jaggaiahpeta,Jaggaiahpeta,Malkapuram
26864,306,6/20/2015,Jaggaiahpeta,Nadigama,Jonnalagadda
26864,495,7/4/2015,Jaggaiahpeta,Penuganchiprolu,Konakanchi
26864,466,7/4/2015,Intermediate,Intermediate,Intermediate
26865,354,6/23/2015,Mylavaram,Mylavaram,Chandragudem
26865,250,6/23/2015,Jaggaiahpeta,Jaggaiahpeta,Govrawaram
26865,397,6/25/2015,Tiruvuru,A.Konduru,Ramachandrapuram
26866,265,7/10/2015,Intermediate,Intermediate,Intermediate
26868,275,6/27/2015,Mylavaram,Mylavaram,pullur
26872,60,5/29/2015,Mylavaram,Ibrahimpatnam,Thummalapalem
26872,281,7/3/2015,Intermediate,Intermediate,Intermediate
26872,352,7/14/2015,Intermediate,Intermediate,Intermediate
26874,351,6/3/2015,Mylavaram,Mylavaram,k.r.gudem
26874,232,7/22/2015,Nandigama,Chanderlapadu,Chanderlapadu
26876,263,6/2/2015,Mylavaram,Mylavaram,Morsumalli
26876,389,6/11/2015,Tiruvuru,A.Konduru,Cheemalapadu
26878,487,6/2/2015,Jaggaiahpeta,Penuganchiprolu,Muchintala
26878,22,6/3/2015,Nandigama,Veerullapadu,Chatnavaram
26878,215,6/10/2015,Nandigama,Kanchikacherla,Pendyala
26878,204,6/26/2015,Nandigama,Kanchikacherla,Moguluru
26879,461,6/10/2015,Tiruvuru,Gampalagudem,NEMALI
26879,21,6/17/2015,Nandigama,Veerullapadu,G.Madhavaram
26881,138,6/28/2015,Nandigama,Chanderlapadu,Thota Ravula Padu
26884,44,6/17/2015,Tiruvuru,Gampalagudem,TUNIKIPADU
26885,262,6/27/2015,Intermediate,Intermediate,Intermediate
26887,93,5/29/2015,Mylavaram,Vijayawada (R),Rayanipadu
26889,380,7/25/2015,Intermediate,Intermediate,Intermediate
26893,310,6/29/2015,Jaggaiahpeta,Nadigama,Gollamudi
26894,194,7/14/2015,Mylavaram,Ibrahimpatnam,Kondapalli
26895,368,5/20/2015,Mylavaram,Mylavaram,Tholukodu
26895,386,6/18/2015,Tiruvuru,A.Konduru,Khampampadu
26895,257,7/1/2015,Jaggaiahpeta,Vatsavai,Magollu
26896,313,7/8/2015,Jaggaiahpeta,Nadigama,Maagallu
26896,269,7/18/2015,Mylavaram,Ibrahimpatnam,Kondapalli
26897,56,6/23/2015,Tiruvuru,Gampalagudem,SOBBALA
26900,271,6/11/2015,Mylavaram,Reddygudem,Intermediate
26902,152,7/9/2015,Nandigama,Chanderlapadu,Muppalla
26902,152,7/11/2015,Nandigama,Chanderlapadu,Muppalla
26904,463,5/28/2015,Tiruvuru,Gampalagudem,ANUMULLANKA
26904,179,6/17/2015,Mylavaram,G. Konduru,Gaddamanugu
26915,222,6/23/2015,Nandigama,Kanchikacherla,Moguluru
26916,379,6/12/2015,Mylavaram,Mylavaram,Chandragudem
26916,287,7/20/2015,Mylavaram,Ibrahimpatnam,Kondapalli
26917,361,6/29/2015,Mylavaram,Mylavaram,Intermediate
26917,380,7/20/2015,Intermediate,Intermediate,Intermediate
26920,127,6/16/2015,Jaggaiahpeta,Vatsavai,Pedamodugapalli
26920,58,7/15/2015,Mylavaram,Ibrahimpatnam,Kondapalli
26922,285,6/13/2015,Mylavaram,Reddygudem,Intermediate
26926,20,6/4/2015,Tiruvuru,Gampalagudem,AMMIREDDYGUDEM
26929,58,6/16/2015,Intermediate,Intermediate,Intermediate
26930,445,7/9/2015,Intermediate,Intermediate,Intermediate
26931,368,6/25/2015,Mylavaram,Mylavaram,Intermediate
26932,114,6/15/2015,Jaggaiahpeta,Vatsavai,Kambhampadu
26936,375,5/27/2015,Intermediate,Intermediate,Intermediate
26936,215,7/15/2015,Nandigama,Kanchikacherla,Kanchikacherla
26939,289,7/6/2015,Tiruvuru,Vissannapeta,Vissannapeta
26940,30,6/10/2015,Tiruvuru,Vissannapeta,Narasapuram
26940,175,7/7/2015,Mylavaram,G. Konduru,G.kondur
26941,13,6/5/2015,Tiruvuru,Vissannapeta,Intermediate
26942,259,5/28/2015,Nandigama,Chanderlapadu,Pokkunuru
26946,70,5/22/2015,Mylavaram,Ibrahimpatnam,Kethanakonda
26946,167,5/24/2015,Jaggaiahpeta,Jaggaiahpeta,Vedadri
26946,363,7/7/2015,Mylavaram,Mylavaram,mylavaram
26948,435,6/16/2015,Tiruvuru,Vissannapeta,Putrela
26952,428,6/17/2015,Nandigama,Veerullapadu,Intermediate
26952,153,7/3/2015,Jaggaiahpeta,Jaggaiahpeta,Budavada
26955,420,6/28/2015,Tiruvuru,Tiruvuru,Ganugapadu
26959,367,5/26/2015,Mylavaram,Mylavaram,Pondugala
26964,471,6/18/2015,Jaggaiahpeta,Penuganchiprolu,Intermediate
26964,384,7/4/2015,Tiruvuru,A.Konduru,A. Konduru
26968,296,6/5/2015,Jaggaiahpeta,Nadigama,Ramireddy palli
26968,328,7/9/2015,Tiruvuru,Tiruvuru,Anjaneyapuram
26968,310,7/9/2015,Intermediate,Intermediate,Intermediate
26969,56,6/1/2015,Tiruvuru,Gampalagudem,KANUMURU
26969,432,7/12/2015,Nandigama,Veerullapadu,Intermediate
26971,353,5/22/2015,Mylavaram,Mylavaram,Tholukodu
26971,35,5/26/2015,Tiruvuru,Vissannapeta,Maremanda
26971,273,5/30/2015,Mylavaram,Reddygudem,Kunaparajparva
26972,23,6/16/2015,Nandigama,Veerullapadu,V.Annavaram
26973,130,5/30/2015,Jaggaiahpeta,Vatsavai,Singavram
26974,140,6/17/2015,Jaggaiahpeta,Vatsavai,Kanneveedu
26976,359,5/23/2015,Mylavaram,Mylavaram,Ganapavaram
26976,46,6/27/2015,Tiruvuru,Gampalagudem,GAMPALAGUDEM
26977,483,7/4/2015,Jaggaiahpeta,Penuganchiprolu,Konakanchi
26977,186,7/5/2015,Mylavaram,G. Konduru,Velaturu
26977,173,7/7/2015,Mylavaram,G. Konduru,G.kondur
26978,216,6/29/2015,Nandigama,Chanderlapadu,Bobbillapadu
26981,197,5/27/2015,Mylavaram,G. Konduru,Gangineni palem
26983,313,6/5/2015,Jaggaiahpeta,Nadigama,Ramireddy palli
26983,420,6/11/2015,Tiruvuru,Tiruvuru,Chinthalapadu
26985,293,6/5/2015,Jaggaiahpeta,Nadigama,Ramireddy palli
26986,169,6/10/2015,Nandigama,Veerullapadu,Ponnavaram
26986,219,7/1/2015,Tiruvuru,Gampalagudem,GAMPALAGUDEM
26987,15,5/31/2015,Intermediate,Intermediate,Intermediate
26987,39,7/14/2015,Nandigama,Veerullapadu,Intermediate
26988,123,7/8/2015,Intermediate,Intermediate,Intermediate
26992,262,6/26/2015,Intermediate,Intermediate,Intermediate
26992,441,7/9/2015,Intermediate,Intermediate,Intermediate
26993,286,6/15/2015,Mylavaram,Reddygudem,Intermediate
26994,114,5/27/2015,Jaggaiahpeta,Vatsavai,Talluru
26994,69,5/29/2015,Mylavaram,Ibrahimpatnam,Elaprolu
26996,248,7/10/2015,Nandigama,Chanderlapadu,Thurlapadu
26998,252,6/30/2015,Jaggaiahpeta,Vatsavai,Magollu
26999,21,6/10/2015,Nandigama,Veerullapadu,Jagannadhapuram
27001,1,6/24/2015,Nandigama,Chanderlapadu,Kodavatikallu
27003,230,6/26/2015,Nandigama,Kanchikacherla,Moguluru
27004,196,6/25/2015,Mylavaram,G. Konduru,Gaddamanugu
27006,147,6/16/2015,Jaggaiahpeta,Jaggaiahpeta,Intermediate
27007,477,5/29/2015,Jaggaiahpeta,Penuganchiprolu,Lingaguduam
27008,286,6/11/2015,Mylavaram,Reddygudem,Intermediate
27010,393,6/22/2015,Tiruvuru,A.Konduru,Khampampadu
27010,290,7/4/2015,Intermediate,Intermediate,Intermediate
27010,50,7/8/2015,Nandigama,Veerullapadu,Jujjuru
27011,393,7/1/2015,Tiruvuru,A.Konduru,Khampampadu
27011,14,7/3/2015,Tiruvuru,Vissannapeta,Vissannapeta
27012,94,6/8/2015,Mylavaram,Vijayawada (R),Kottur tadepalli
27013,381,5/25/2015,Tiruvuru,A.Konduru,Repudi thanda
27019,204,7/9/2015,Nandigama,Kanchikacherla,Kanchikacherla
27025,270,6/17/2015,Mylavaram,Reddygudem,Intermediate
27030,26,6/16/2015,Tiruvuru,Gampalagudem,GULLAPUDI
27032,269,5/27/2015,Mylavaram,Reddygudem,Rudra varam
27034,358,6/3/2015,Intermediate,Intermediate,Intermediate
27038,344,6/30/2015,Tiruvuru,Tiruvuru,Kommireddipalli
27040,435,5/30/2015,Tiruvuru,Vissannapeta,Vemireddipalli
27041,497,6/21/2015,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
27042,67,7/8/2015,Nandigama,Kanchikacherla,Paritala
27043,250,5/30/2015,Jaggaiahpeta,Jaggaiahpeta,Jayanthipuram
27044,461,6/26/2015,Tiruvuru,Gampalagudem,UMMADADEVARAPALLI
27045,367,6/23/2015,Mylavaram,Mylavaram,pullur
27046,499,6/21/2015,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
27048,181,6/26/2015,Mylavaram,G. Konduru,Velaturu
27048,434,7/4/2015,Tiruvuru,Vissannapeta,Vissannapeta
27048,35,7/4/2015,Tiruvuru,Vissannapeta,Vissannapeta
27050,214,6/11/2015,Nandigama,Kanchikacherla,Pendyala
27054,350,5/23/2015,Intermediate,Intermediate,Intermediate
27055,175,6/24/2015,Mylavaram,G. Konduru,Kavuluru
